"","code","employmentStatus","countryOfResidence","gender","age","income","customerType","joinDate","isCustomerAtMost6MonthOld","seniority","isPrimaryCustomer","customerTypeFirstMonth","customerRelationTypeFirstMonth","customerResidenceIndex","customerForeignIndex","channelOfJoin","deceasedIndex","customerAddrProvinceName","isCustomerActive","product"
"415","1050148.0","N","ES","H",23,28305.36,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"416","1050149.0","N","ES","H",28,77517,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CACERES\","0","[1,2,3]"
"417","1050150.0","N","ES","H",30,50910.63,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\ALICANTE\","0","[1,2,3]"
"418","1050153.0","N","ES","V",23,73161.75,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"419","1050124.0","N","ES","H",27,65431.5,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CUENCA\","0","[1,2,3]"
"421","1050120.0","N","ES","H",24,33658.59,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CUENCA\","0","[1,2,3]"
"422","1050116.0","N","ES","H",23,517491.03,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\BARCELONA\","1","[1,2,3]"
"423","1050088.0","N","ES","H",22,68995.68,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHD","N","\TOLEDO\","1","[1,2,3]"
"424","1050091.0","N","ES","H",54,132684.06,"02 - PARTICULARES","2012-08-10",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"425","1050094.0","N","ES","V",27,33263.19,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CUENCA\","1","[1,2,3]"
"426","1050095.0","N","ES","H",23,119315.37,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\PALENCIA\","1","[1,2,3]"
"427","1050096.0","N","ES","V",22,107088.06,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHD","N","\PONTEVEDRA\","1","[1,2,3]"
"428","1050098.0","N","ES","V",22,131094.03,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHD","N","\BURGOS\","0","[1,2,3]"
"429","1050102.0","N","ES","V",45,62171.13,"02 - PARTICULARES","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CUENCA\","1","[1,2,3]"
"430","1050103.0","N","ES","V",44,56967.6,"02 - PARTICULARES","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\PALENCIA\","1","[1,2,3]"
"431","1050104.0","N","ES","H",23,110330.52,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\BARCELONA\","0","[1,2,3]"
"433","1050109.0","N","ES","H",23,135536.28,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\BURGOS\","1","[1,2,3]"
"434","1050110.0","N","ES","H",27,82232.91,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CUENCA\","1","[1,2,3]"
"435","1050111.0","N","ES","H",22,90688.05,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHD","N","\LUGO\","0","[1,2,3]"
"436","1050113.0","N","ES","H",25,216039.66,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\VALLADOLID\","0","[1,2,3]"
"437","1050114.0","N","ES","V",22,69131.19,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHD","N","\CANTABRIA\","1","[1,2,3]"
"440","1050200.0","N","ES","V",25,60447.48,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"441","1050155.0","N","ES","V",27,54971.22,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\TOLEDO\","1","[1,2,3]"
"442","1050157.0","N","ES","V",30,68869.17,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\BURGOS\","0","[1,2,3]"
"443","1050182.0","N","ES","H",23,125221.17,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\BARCELONA\","0","[1,2,3]"
"444","1050183.0","N","ES","H",23,58957.14,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"445","1050184.0","N","ES","H",23,194750.25,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CORUÑA"," A\","1"
"447","1050185.0","N","ES","H",30,67433.91,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CIUDAD REAL\","0","[1,2,3]"
"448","1050186.0","N","ES","H",23,139241.94,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"449","1050188.0","N","ES","H",30,186640.32,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\BARCELONA\","1","[1,2,3]"
"450","1050189.0","N","ES","V",30,60542.25,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"451","1050190.0","N","ES","H",24,128193.96,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\MADRID\","0","[1,2,3]"
"452","1050191.0","N","ES","H",23,52931.67,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"453","1050192.0","N","ES","V",23,206924.25,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\MADRID\","1","[1,2,3]"
"455","1050194.0","N","ES","H",23,52777.5,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\ALBACETE\","1","[1,2,3]"
"456","1050195.0","N","ES","H",24,69411.9,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CIUDAD REAL\","1","[1,2,3]"
"457","1050197.0","N","ES","H",27,44890.68,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CIUDAD REAL\","1","[1,2,3]"
"458","1050198.0","N","ES","H",23,100985.82,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\BARCELONA\","1","[1,2,3]"
"459","1050179.0","N","ES","H",24,103928.16,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\TOLEDO\","1","[1,2,3]"
"460","1050156.0","N","ES","H",24,58873.95,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"461","1050176.0","N","ES","H",27,107634.66,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"462","1050174.0","N","ES","V",27,66474.3,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\VALENCIA\","0","[1,2,3]"
"463","1050158.0","N","ES","H",32,212434.44,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\VALENCIA\","0","[1,2,3]"
"465","1050160.0","N","ES","V",25,47382.24,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"466","1050161.0","N","ES","H",24,107645.82,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\TOLEDO\","1","[1,2,3]"
"467","1050162.0","N","ES","H",30,104039.1,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\RIOJA"," LA\","0"
"469","1050163.0","N","ES","V",27,187596.69,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\BARCELONA\","0","[1,2,3]"
"470","1050164.0","N","ES","V",23,112330.35,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"471","1050165.0","N","ES","V",27,38420.37,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"472","1050166.0","N","ES","V",35,138819.3,"02 - PARTICULARES","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"473","1050167.0","N","ES","V",31,42729.72,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CASTELLON\","0","[1,2,3]"
"474","1050168.0","N","ES","H",24,129970.11,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"475","1050169.0","N","ES","H",25,237484.71,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\MADRID\","1","[1,2,3]"
"476","1050171.0","N","ES","H",29,72540.87,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"477","1050172.0","N","ES","H",28,100036.47,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\VALENCIA\","0","[1,2,3]"
"479","1050175.0","N","ES","H",25,69710.31,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\MADRID\","0","[1,2,3]"
"480","1050296.0","N","ES","H",25,69481.92,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\LEON\","1","[1,2,3]"
"481","1050298.0","N","ES","H",23,63048.99,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\TOLEDO\","1","[1,2,3]"
"482","1050299.0","N","ES","H",22,119972.37,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHD","N","\CORUÑA"," A\","1"
"484","1050417.0","N","ES","V",23,126123.33,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"488","1050420.0","N","ES","H",24,70921.41,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"489","1050421.0","N","ES","V",23,364243.44,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\MADRID\","0","[1,2,3]"
"490","1050422.0","N","ES","H",23,108519.51,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\LUGO\","1","[1,2,3]"
"494","1050425.0","N","ES","V",25,365948.07,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\MADRID\","0","[1,2,3]"
"495","1050426.0","N","ES","H",25,926880.45,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\PALMAS"," LAS\","0"
"497","1050428.0","N","ES","H",23,154261.98,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CORUÑA"," A\","1"
"499","1050430.0","N","ES","V",33,65238.21,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\MADRID\","0","[1,2,3]"
"500","1050431.0","N","ES","H",23,109381.41,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"501","1050432.0","N","ES","H",24,25762.35,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"502","1050433.0","N","ES","H",26,34802.01,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHD","N","\TERUEL\","0","[1,2,3]"
"503","1050416.0","N","ES","V",23,117134.16,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TERUEL\","0","[1,2,3]"
"504","1050435.0","N","ES","H",24,67181.64,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CIUDAD REAL\","0","[1,2,3]"
"505","1050415.0","N","ES","H",23,73723.47,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\LUGO\","1","[1,2,3]"
"506","1050413.0","N","ES","H",32,60330.48,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"508","1050396.0","N","ES","V",24,25010.94,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CUENCA\","0","[1,2,3]"
"510","1050398.0","N","ES","H",22,87384.63,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"512","1050401.0","N","ES","H",23,37896,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\BADAJOZ\","1","[1,2,3]"
"514","1050404.0","N","ES","H",23,89161.05,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CORUÑA"," A\","1"
"516","1050405.0","N","ES","V",24,252104.58,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\MADRID\","0","[1,2,3]"
"517","1050406.0","N","ES","V",25,60706.17,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\AVILA\","0","[1,2,3]"
"519","1050408.0","N","ES","V",23,115407.72,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\ZARAGOZA\","0","[1,2,3]"
"520","1050409.0","N","ES","V",32,365727.99,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\TOLEDO\","1","[1,2,3]"
"521","1050411.0","N","ES","H",23,121045.71,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\PONTEVEDRA\","1","[1,2,3]"
"522","1050412.0","N","ES","V",25,27324.57,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\ZAMORA\","0","[1,2,3]"
"523","1050414.0","N","ES","H",50,76899.12,"02 - PARTICULARES","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"524","1050392.0","N","ES","H",22,112374.51,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"525","1050436.0","N","ES","H",37,271389.57,"02 - PARTICULARES","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"528","1050463.0","N","ES","H",23,40418.1,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CORUÑA"," A\","1"
"530","1050464.0","N","ES","H",24,47111.34,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CIUDAD REAL\","1","[1,2,3]"
"531","1050465.0","N","ES","H",23,58180.29,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"533","1050467.0","N","ES","H",23,49838.94,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CIUDAD REAL\","1","[1,2,3]"
"534","1050468.0","N","ES","H",24,101984.85,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CORUÑA"," A\","1"
"537","1050470.0","N","ES","H",23,86394.27,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"538","1050473.0","N","ES","H",24,57865.41,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CIUDAD REAL\","0","[1,2,3]"
"539","1050474.0","N","ES","V",23,41442.21,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"540","1050475.0","N","ES","V",23,199649.76,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CORUÑA"," A\","0"
"542","1050476.0","N","ES","V",24,36725.28,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\ALBACETE\","0","[1,2,3]"
"544","1050478.0","N","ES","H",29,49859.13,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\AVILA\","1","[1,2,3]"
"546","1050437.0","N","ES","H",30,45251.7,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\ZAMORA\","0","[1,2,3]"
"547","1050460.0","N","ES","V",26,29389.44,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"549","1050439.0","N","ES","H",32,326482.53,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","S","KHE","N","\MADRID\","0","[1,2,3]"
"551","1050443.0","N","ES","V",30,59259.9,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"552","1050444.0","N","ES","V",30,127387.65,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\MADRID\","0","[1,2,3]"
"553","1050445.0","N","ES","H",23,55614.87,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"554","1050446.0","N","ES","V",23,51473.79,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\TOLEDO\","1","[1,2,3]"
"555","1050447.0","N","ES","H",26,74408.88,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\ZAMORA\","0","[1,2,3]"
"556","1050449.0","N","ES","H",36,136572.9,"02 - PARTICULARES","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"557","1050450.0","N","ES","H",42,134373.06,"02 - PARTICULARES","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"558","1050451.0","N","ES","V",23,41430.24,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"561","1050454.0","N","ES","H",23,109422.96,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CORUÑA"," A\","0"
"563","1050455.0","N","ES","H",57,108421.98,"02 - PARTICULARES","2012-08-10",0,35,1,1,"A","S","N","KAT","N","\MADRID\","1","[1,2,3]"
"564","1050457.0","N","ES","H",38,133243.29,"02 - PARTICULARES","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"565","1050459.0","N","ES","H",25,45681.48,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CIUDAD REAL\","0","[1,2,3]"
"566","1050391.0","N","ES","H",23,64317.21,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"567","1050390.0","N","ES","H",24,242115.99,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\MADRID\","1","[1,2,3]"
"568","1050389.0","N","ES","V",35,160539.15,"02 - PARTICULARES","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CORUÑA"," A\","0"
"570","1050324.0","N","ES","H",23,66407.91,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"571","1050325.0","N","ES","H",25,75208.98,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"572","1050326.0","N","ES","H",23,61998.03,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CORUÑA"," A\","1"
"574","1050327.0","N","ES","H",34,311891.1,"02 - PARTICULARES","2012-08-10",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"575","1050328.0","N","ES","H",22,62874.24,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHD","N","\CORDOBA\","1","[1,2,3]"
"576","1050330.0","N","ES","H",26,123576.93,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\LUGO\","1","[1,2,3]"
"577","1050332.0","N","ES","H",23,172272,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\ZARAGOZA\","0","[1,2,3]"
"578","1050333.0","N","ES","V",30,115710.48,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\ZAMORA\","0","[1,2,3]"
"579","1050334.0","N","ES","V",22,55264.41,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHD","N","\CORDOBA\","1","[1,2,3]"
"580","1050336.0","N","ES","H",23,66578.58,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CUENCA\","1","[1,2,3]"
"581","1050337.0","N","ES","H",31,24624.6,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\TOLEDO\","1","[1,2,3]"
"584","1050340.0","N","ES","V",23,76088.94,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\ZARAGOZA\","1","[1,2,3]"
"585","1050341.0","N","ES","H",23,53997.72,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"586","1050342.0","N","ES","V",23,39263.16,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\TOLEDO\","1","[1,2,3]"
"587","1050322.0","N","ES","H",23,128622.15,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"590","1050318.0","N","ES","H",24,29632.74,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CIUDAD REAL\","0","[1,2,3]"
"591","1050301.0","N","ES","V",23,191768.16,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\BARCELONA\","0","[1,2,3]"
"592","1050302.0","N","ES","H",23,36745.35,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"593","1050303.0","N","ES","H",24,80142.21,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CORUÑA"," A\","0"
"595","1050304.0","N","ES","H",26,63817.08,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","S","KHE","N","\MADRID\","0","[1,2,3]"
"596","1050305.0","N","ES","H",24,47329.5,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"597","1050306.0","N","ES","H",23,138497.16,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"598","1050307.0","N","ES","V",26,58255.41,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\ZARAGOZA\","0","[1,2,3]"
"599","1050308.0","N","ES","H",33,159611.22,"02 - PARTICULARES","2012-08-10",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"601","1050310.0","N","ES","H",25,54716.79,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","S","KHE","N","\BADAJOZ\","0","[1,2,3]"
"602","1050311.0","N","ES","V",23,129780.12,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CORUÑA"," A\","1"
"605","1050315.0","N","ES","H",23,51564.81,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\GUADALAJARA\","0","[1,2,3]"
"606","1050316.0","N","ES","H",24,55874.82,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"608","1050319.0","N","ES","V",22,66669.36,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHD","N","\CORUÑA"," A\","1"
"612","1050345.0","N","ES","V",23,66798.06,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","S","KHE","N","\LUGO\","0","[1,2,3]"
"614","1050373.0","N","ES","V",28,64357.26,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CACERES\","0","[1,2,3]"
"615","1050374.0","N","ES","H",23,58150.56,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\JAEN\","1","[1,2,3]"
"616","1050375.0","N","ES","H",23,84984.96,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"619","1050377.0","N","ES","V",25,106180.47,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\ZARAGOZA\","1","[1,2,3]"
"620","1050378.0","N","ES","H",23,39557.25,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","1","[1,2,3]"
"621","1050379.0","N","ES","H",23,78505.47,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CORUÑA"," A\","1"
"623","1050380.0","N","ES","V",24,374739.9,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\MADRID\","0","[1,2,3]"
"624","1050381.0","N","ES","V",27,89205.09,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\CUENCA\","1","[1,2,3]"
"625","1050383.0","N","ES","H",31,40266.69,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"626","1050384.0","N","ES","H",30,67345.95,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\TOLEDO\","1","[1,2,3]"
"628","1050386.0","N","ES","H",23,309916.23,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\ZARAGOZA\","0","[1,2,3]"
"629","1050387.0","N","ES","H",26,44856.33,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"630","1050388.0","N","ES","V",23,58533.93,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\LUGO\","1","[1,2,3]"
"631","1050372.0","N","ES","V",23,86451.78,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\LUGO\","1","[1,2,3]"
"632","1050370.0","N","ES","H",22,31226.85,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHD","N","\TOLEDO\","0","[1,2,3]"
"633","1050368.0","N","ES","V",22,232783.23,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHD","N","\LUGO\","1","[1,2,3]"
